,companyCd,companyNm,companyNmEn,companyPartNm,movieCd
3,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",해외세일즈사,20040496
4,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드,20040496
0,20101382,유니버셜 픽쳐스,Universal Pictures,제작사,20040506
1,20100649,UIP코리아,United International Pictures Korea,배급사,20040506
2,20100649,UIP코리아,United International Pictures Korea,수입사,20040506
0,20104143,아이콘프로덕션,Icon Productions,제작사,20040525
1,20139842,(주)라이크콘텐츠,Like Contents Inc.,배급사,20040525
2,20142048,(주)이수C&E,,배급사,20040525
3,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,배급사,20040525
4,20242208,콘텐츠 파크,CONTENTS PARK,수입사,20040525
5,20141250,(주)우성엔터테인먼트,"Woo Sung Entertainment, Inc.",수입사,20040525
6,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,수입사,20040525
0,20100282,(주)컬처캡미디어,"CULTURECAP MEDIA CO.,LTD.",제작사,20040481
1,20100060,코리아픽쳐스(주),Korea Pictures,배급사,20040481
2,20061361,소빅창업투자(주),,공동제공,20040481
3,20100060,코리아픽쳐스(주),Korea Pictures,해외세일즈사,20040481
0,20100171,제네시스픽쳐스(주),Genesis Pictures,제작사,20040486
1,20100103,(주)쇼박스,Showbox Corp,배급사,20040486
2,20100341,영화사풍년상회(주),Poongnyeon Film Inc.,배급사,20040486
3,20100558,(주)바른손이앤에이,Barunson E&A,제공,20040486
4,20100103,(주)쇼박스,Showbox Corp,공동제공,20040486
5,20100516,씨네클릭 아시아(팬텀),"Cineclick Asia(Fantom co.,Ltd)",공동제공,20040486
6,20100516,씨네클릭 아시아(팬텀),"Cineclick Asia(Fantom co.,Ltd)",해외세일즈사,20040486
0,20100649,UIP코리아,United International Pictures Korea,배급사,20040522
1,20100649,UIP코리아,United International Pictures Korea,수입사,20040522
0,20102989,다크 캐슬 엔터테인먼트,Dark Castle Entertainment,제작사,20040528
1,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사,20040528
2,20101728,콜럼비아트라이스타영화㈜,,제작사,20040528
3,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,배급사,20040528
4,20102771,콜럼비아 픽쳐스 코포레이션,Columbia Pictures Corporation,수입사,20040528
0,20100228,필름매니아(주),"Filmania, Co., Ltd",제작사,20040514
1,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사,20040514
2,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",해외세일즈사,20040514
3,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드,20040514
0,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20040499
1,20100161,유니코리아문예투자(주),"UniKorea Culture & Art Investment Co., Ltd.",수입사,20040499
0,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",배급사,20040523
1,20103093,(주)동아수출공사,"Dong-a Export Co., LTD",수입사,20040523
0,20100123,(주)싸이더스,Sidus Corporation,제작사,20040487
1,20100103,(주)쇼박스,Showbox Corp,배급사,20040487
2,20100103,(주)쇼박스,Showbox Corp,제공,20040487
3,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,20040487
4,20110951,플러스 액션 스턴트팀,PLUS - Action school,제작서비스-무술,20040487
5,20110405,대전 영상위원회,Daejeon Film Commission,제작서비스-로케이션,20040487
6,20110446,(사)부산영상위원회,Busan Film Commission,제작서비스-로케이션,20040487
0,20102179,콜럼비아 픽쳐스 필름 프로덕션,COLUMBIA PICTURES FILM PRODUCTION,제작사,20040526
1,20111261,팝엔터테인먼트,,배급사,20040526
2,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,배급사,20040526
3,20100842,알토미디어(주),,수입사,20040526
4,20101728,콜럼비아트라이스타영화㈜,,수입사,20040526
0,20104341,미디어 아시아 필름즈,Media Asia Films Ltd.,제작사,20040455
1,20158370,(주)디스테이션,,배급사,20040455
2,20100041,이십세기폭스코리아(주),20th Century Fox Korea,배급사,20040455
3,20139757,(주)엔케이컨텐츠,,수입사,20040455
4,20100053,태창엔터테인먼트(주),Taichang Entertainment,수입사,20040455
0,20101670,워너브러더스사㈜,,제작사,20040524
1,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사,20040524
2,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,20040524
0,20100169,씨앤필름(주),"C&Film Co., Ltd.",제작사,20040537
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20040537
2,20061361,소빅창업투자(주),,공동제공,20040537
3,20100516,씨네클릭 아시아(팬텀),"Cineclick Asia(Fantom co.,Ltd)",저작권관련사,20040537
4,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20040537
0,20104247,라이온스 게이트 필름즈,Lions Gate Films Inc.,제작사,20040521
1,20104369,미라맥스 필름즈,Miramax Films,제작사,20040521
2,20100695,아우라엔터테인먼트,,배급사,20040521
3,20100298,(주)서머스엔터테인먼트,,수입사,20040521
0,20100123,(주)싸이더스,Sidus Corporation,제작사,20040488
1,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사,20040488
2,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",해외세일즈사,20040488
3,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20040488
4,20110363,서울영상위원회,Seoul Film Commission,제작서비스-로케이션,20040488
0,20111953,Pathe Cinema,Pathe Cinema,제작사,20040533
1,20101180,레드 터틀,Red Turtle,제작사,20040533
2,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20040533
3,20100108,㈜필름지,FILMZ Corp.,수입사,20040533
0,20103082,디멘션 필름즈,Dimension Films,제작사,20040544
1,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사,20040544
2,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,배급사,20040544
3,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,수입사,20040544
0,20101670,워너브러더스사㈜,,제작사,20040543
1,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사,20040543
2,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,20040543
0,20100202,영화사청어람(주),Chungeorahm Film ,제작사,20040483
1,20100103,(주)쇼박스,Showbox Corp,배급사,20040483
2,20100558,(주)바른손이앤에이,Barunson E&A,제공,20040483
3,20100516,씨네클릭 아시아(팬텀),"Cineclick Asia(Fantom co.,Ltd)",공동제공,20040483
4,20100202,영화사청어람(주),Chungeorahm Film ,해외세일즈사,20040483
5,20111211,(주)케이티알파,kt alpha,해외세일즈사,20040483
6,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20040483
0,20100067,미라신코리아(주),Miracin Korea,제작사,20040489
1,20100161,유니코리아문예투자(주),"UniKorea Culture & Art Investment Co., Ltd.",제작사,20040489
2,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20040489
3,20100516,씨네클릭 아시아(팬텀),"Cineclick Asia(Fantom co.,Ltd)",해외세일즈사,20040489
0,20100783,지브리 스튜디오,,제작사,20040549
1,20100065,대원미디어(주),"Daewon media Co., Ltd.",배급사,20040549
2,20100065,대원미디어(주),"Daewon media Co., Ltd.",수입사,20040549
0,20104369,미라맥스 필름즈,Miramax Films,제작사,20040556
1,20101552,어맨드어파트,A Band Apart,제작사,20040556
2,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20040556
3,20100057,㈜에스앤엠코리아,S&M Korea,수입사,20040556
0,20101382,유니버셜 픽쳐스,Universal Pictures,제작사,20040553
1,20100649,UIP코리아,United International Pictures Korea,배급사,20040553
2,20100649,UIP코리아,United International Pictures Korea,수입사,20040553
0,20104492,플랜 비 엔터테인먼트,Plan B Entertainment,제작사,20040555
1,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사,20040555
2,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사,20040555
3,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,20040555
0,20100475,태흥영화(주),Taehung Pictures,제작사,20040484
1,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사,20040484
2,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",제공,20040484
3,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",해외세일즈사,20040484
0,20104100,사하몽콜 필름 인터내셔널,"Sahamongkol film International Co., LTD. ",제작사,20040570
1,20100103,(주)쇼박스,Showbox Corp,배급사,20040570
2,20100103,(주)쇼박스,Showbox Corp,수입사,20040570
0,20101569,어플러스엔터테인먼트,A Plus Entertainment,제작사,20040569
1,20100269,쇼이스트(주),"ShowEast Co., Ltd.",배급사,20040569
2,20100091,미디어필름인터내셔날(주),,수입사,20040569
0,20100292,(주)아이필름홀딩스,,제작사,20040568
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20040568
2,20100453,아이러브시네마,"i Love Cinema co., ltd.",배급사,20040568
3,20100554,에드코필름,Edko Films,해외세일즈사,20040568
4,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20040568
0,20102539,센트로폴리스 엔터테인먼트,Centropolis Entertainment,제작사,20040490
1,20101330,더 마크 고든 컴퍼니,The Mark Gordon Company,제작사,20040490
2,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,배급사,20040490
3,20101507,이십세기폭스필름코퍼레이션,20th Century Fox Film Corporation,수입사,20040490
0,20101743,터치스톤 픽처스,,제작사,20040588
1,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,배급사,20040588
2,20060452,월트디즈니컴퍼니코리아(주),The Walt Disney Company Korea,수입사,20040588
0,20100947,(주)태원엔터테인먼트,TAEWON ENTERTAINMENT,제작사,20040589
1,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사,20040589
2,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",제공,20040589
3,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",해외세일즈사,20040589
4,20139475,유영분장,Yuyoung Makeup,제작서비스-분장/헤어,20040589
0,20104412,뉴라인 시네마,New Line Cinema,제작사,20040591
1,20101453,자이드-페리 프로덕션,Zide-Perry Productions,제작사,20040591
2,20100649,UIP코리아,United International Pictures Korea,배급사,20040591
3,20100325,(주)나라이필름,,수입사,20040591
0,20100035,화이트리시네마,WhiteLEECinema,제작사,20040559
1,20101530,롯데쇼핑㈜롯데시네마,"Lotte shopping Lotte cinema Co., Ltd.",배급사,20040559
2,20101530,롯데쇼핑㈜롯데시네마,"Lotte shopping Lotte cinema Co., Ltd.",공동제공,20040559
3,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사,20040559
0,20100694,드림웍스픽쳐스,,제작사,20040566
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20040566
2,20100109,씨제이엔터테인먼트,CJ Entertainment,수입사,20040566
0,20062250,㈜팝콘필름,popcorn film,제작사,20040571
1,20100103,(주)쇼박스,Showbox Corp,배급사,20040571
2,20100064,(주)아이엠픽쳐스,IM Pictures Corp.,제공,20040571
3,20100103,(주)쇼박스,Showbox Corp,공동제공,20040571
4,20100103,(주)쇼박스,Showbox Corp,해외세일즈사,20040571
0,20104469,파라마운트 픽쳐스,Paramount Pictures,제작사,20040582
1,20104247,라이온스 게이트 필름즈,Lions Gate Films Inc.,제작사,20040582
2,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,배급사,20040582
3,20103809,(주)미로비젼,Mirovision Inc. ,수입사,20040582
0,20100250,무비즈엔터테인먼트㈜,Movies Entertainment,배급사,20040592
1,20139757,(주)엔케이컨텐츠,,수입사,20040592
2,20100630,시네마루,Cine maru,수입사,20040592
0,20102325,보드스캐넌에이린,Bord Scannan na hEireann,제작사,20040579
1,20100132,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd,배급사,20040579
0,20100541,필름있수다,Film It Suda,제작사,20040583
1,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사,20040583
2,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",제공,20040583
3,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",해외세일즈사,20040583
4,20100541,필름있수다,Film It Suda,제작서비스-기획,20040583
5,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드,20040583
0,20103206,맥스 필름즈 프로덕션즈,Max Films Productions,제작사,20040584
1,20100033,필름뱅크(주),"FilmBank Co., Ltd.",배급사,20040584
0,20061735,콜럼비아트라이스타,,제작사,20040491
1,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,배급사,20040491
2,20101728,콜럼비아트라이스타영화㈜,,수입사,20040491
0,20100248,나우필름(주),"NOWFILM Co., Ltd",제작사,20040515
1,20100109,씨제이엔터테인먼트,CJ Entertainment,배급사,20040515
2,20061355,드림벤처캐피탈,,제공,20040515
3,20100516,씨네클릭 아시아(팬텀),"Cineclick Asia(Fantom co.,Ltd)",공동제공,20040515
4,20100516,씨네클릭 아시아(팬텀),"Cineclick Asia(Fantom co.,Ltd)",해외세일즈사,20040515
5,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드,20040515
0,20100239,(주)타이거픽쳐스,Tiger Pictures Inc.,제작사,20040595
1,20100207,(주)씨네월드,Cineworld,제작사,20040595
2,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사,20040595
3,20100158,케이엠컬쳐㈜,"KM Culture Co., Ltd.",해외세일즈사,20040595
4,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20040595
0,20100295,(주)에스씨에스엔터테인먼트,SCS Entertainment Inc.,제작사,20040567
1,20100269,쇼이스트(주),"ShowEast Co., Ltd.",배급사,20040567
2,20100269,쇼이스트(주),"ShowEast Co., Ltd.",제공,20040567
3,20100516,씨네클릭 아시아(팬텀),"Cineclick Asia(Fantom co.,Ltd)",해외세일즈사,20040567
4,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드,20040567
5,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상,20040567
6,20110363,서울영상위원회,Seoul Film Commission,제작서비스-로케이션,20040567
0,20101485,가도카와헤럴드픽쳐스,"Kadokawa Herald Pictures, INC. ",제작사,20040605
1,20100103,(주)쇼박스,Showbox Corp,배급사,20040605
2,20139757,(주)엔케이컨텐츠,,수입사,20040605
