,showTypeGroupNm,showTypeNm,movieCd
0,2D,디지털,20196655
1,4D,4D,20196655
0,2D,디지털,20190885
1,4D,4D,20190885
0,2D,디지털,20199951
1,4D,4D,20199951
2,ScreenX,ScreenX,20199951
0,2D,디지털,20182585
0,2D,디지털,20192022
0,2D,디지털,20196309
1,3D,3D 디지털,20196309
2,4D,4D,20196309
3,IMAX,IMAX,20196309
4,IMAX,IMAX 3D,20196309
5,ScreenX,ScreenX,20196309
6,DOLBYCINEMA,DOLBYCINEMA,20196309
0,2D,디지털,20192591
0,2D,디지털,20192689
0,2D,디지털,20185353
1,2D,디지털 영문자막,20185353
2,2D,디지털 중국어자막,20185353
0,2D,디지털,20191601
1,2D,디지털 더빙,20191601
0,2D,디지털,20185986
0,2D,디지털,20192151
0,2D,디지털,20175771
1,2D,디지털 더빙,20175771
2,3D,3D 디지털,20175771
3,3D,3D 더빙,20175771
4,4D,4D 더빙,20175771
5,4D,4D,20175771
6,IMAX,IMAX,20175771
7,IMAX,IMAX 3D,20175771
0,2D,디지털,20192222
0,2D,디지털,20190002
0,2D,디지털,20182490
1,2D,디지털 영문자막,20182490
2,2D,디지털 가치봄,20182490
3,2D,디지털 중국어자막,20182490
0,2D,디지털,20198323
1,2D,디지털 더빙,20198323
2,2D,디지털 중국어자막,20198323
3,2D,디지털 베트남어,20198323
4,3D,3D 디지털,20198323
0,2D,디지털,20192725
0,2D,디지털,20184621
1,2D,디지털 영문자막,20184621
2,2D,디지털 가치봄,20184621
3,4D,4D,20184621
4,IMAX,IMAX,20184621
0,2D,디지털,20180442
1,4D,4D,20180442
0,2D,디지털,20183844
1,2D,디지털 더빙,20183844
0,2D,디지털,20184462
1,2D,디지털 가치봄,20184462
0,2D,디지털,20193275
0,2D,디지털,20191741
1,2D,디지털 더빙,20191741
0,2D,디지털,20190741
1,2D,디지털 영문자막,20190741
0,2D,디지털,20196850
1,4D,4D,20196850
2,IMAX,IMAX,20196850
3,DOLBYCINEMA,DOLBYCINEMA,20196850
0,2D,디지털,20182241
1,2D,디지털 더빙,20182241
0,2D,디지털,20188404
0,2D,디지털,20187959
1,2D,디지털 더빙,20187959
0,2D,디지털,20184543
1,2D,디지털 가치봄,20184543
0,2D,디지털,20185985
0,2D,디지털,20171021
0,2D,디지털,20191604
0,2D,디지털,20181416
1,2D,디지털 영문자막,20181416
0,2D,디지털,20193665
0,2D,디지털,20194384
0,2D,디지털,20181103
1,2D,디지털 영문자막,20181103
0,2D,디지털,20192804
1,4D,4D,20192804
2,IMAX,IMAX,20192804
3,ScreenX,ScreenX,20192804
0,2D,디지털,20193821
0,2D,디지털,20194541
0,2D,디지털,20188750
1,2D,디지털 가치봄,20188750
0,2D,디지털,20184572
1,2D,디지털 가치봄,20184572
0,2D,디지털,20187322
1,2D,디지털 가치봄,20187322
0,2D,디지털,20194045
0,2D,디지털,20193807
0,2D,디지털,20192982
1,4D,4D,20192982
2,IMAX,IMAX,20192982
0,2D,디지털,20194943
1,2D,디지털 더빙,20194943
0,2D,디지털,20193601
0,2D,디지털,20194456
0,2D,디지털,20199446
0,2D,디지털,20184483
1,2D,디지털 가치봄,20184483
0,2D,디지털,20195968
0,2D,디지털,20195203
0,2D,디지털,20199950
1,IMAX,IMAX,20199950
2,DOLBYCINEMA,DOLBYCINEMA,20199950
0,2D,디지털,20195920
1,2D,디지털 가치봄,20195920
0,2D,디지털,20195941
1,2D,디지털 더빙,20195941
0,2D,디지털,20196380
1,2D,디지털 더빙,20196380
0,2D,디지털,20191183
1,3D,3D HFR,20191183
2,4D,4D,20191183
3,IMAX,IMAX,20191183
4,ScreenX,ScreenX,20191183
0,2D,디지털,20197691
1,2D,디지털 더빙,20197691
0,2D,디지털,20184243
0,2D,디지털,20191589
1,4D,4D,20191589
2,IMAX,IMAX,20191589
3,ScreenX,ScreenX,20191589
0,2D,디지털,20185361
0,2D,디지털,20194223
0,2D,디지털 더빙,20197402
0,2D,디지털,20197141
0,2D,디지털,20183407
0,2D,디지털,20191029
1,2D,디지털 영문자막,20191029
2,2D,디지털 가치봄,20191029
0,2D,디지털,20196136
0,2D,디지털,20197054
1,2D,디지털 더빙,20197054
0,필름,필름,19910247
1,2D,디지털,19910247
2,3D,3D 디지털,19910247
0,2D,디지털,20197394
1,2D,디지털 더빙,20197394
0,2D,디지털,20198961
0,2D,디지털,20192083
1,4D,4D,20192083
2,IMAX,IMAX,20192083
0,2D,디지털,20190280
1,2D,디지털 더빙,20190280
2,2D,디지털 4K,20190280
3,4D,4D,20190280
4,IMAX,IMAX,20190280
0,2D,디지털,20192589
1,2D,디지털 더빙,20192589
0,2D,디지털,20198184
1,2D,디지털 더빙,20198184
0,2D,디지털,20197392
0,2D,디지털,20181434
1,2D,디지털 가치봄,20181434
0,2D,디지털,20197279
1,2D,디지털 더빙,20197279
0,2D,디지털,20193801
0,2D,디지털,20195002
1,2D,디지털 영문자막,20195002
2,2D,디지털 가치봄,20195002
0,2D,디지털,20197721
0,2D,디지털,20198421
0,2D,디지털,20196284
1,2D,디지털 영문자막,20196284
0,2D,디지털,20196760
0,2D,디지털,20197803
1,2D,디지털 더빙,20197803
2,3D,3D 디지털,20197803
3,3D,3D 더빙,20197803
4,4D,4D 더빙,20197803
5,4D,4D,20197803
6,IMAX,IMAX,20197803
7,IMAX,IMAX 3D,20197803
8,DOLBYCINEMA,DOLBYCINEMA,20197803
0,2D,디지털,20198942
0,2D,디지털,20184341
0,2D,디지털,20185161
1,2D,디지털 가치봄,20185161
0,2D,디지털,20199428
0,2D,디지털,20199576
0,2D,디지털,20197336
0,2D,디지털,20198962
0,2D,디지털,20192401
1,4D,4D,20192401
2,IMAX,IMAX,20192401
3,ScreenX,ScreenX,20192401
4,DOLBYCINEMA,DOLBYCINEMA,20192401
0,2D,디지털,20198430
0,2D,디지털,20188462
0,2D,디지털,20197278
0,2D,디지털,20190142
0,2D,디지털,20196405
0,2D,디지털,20198681
1,4D,4D,20198681
2,IMAX,IMAX,20198681
3,ScreenX,ScreenX,20198681
0,2D,디지털,20198182
0,2D,디지털,20190545
0,2D,디지털,20198414
1,2D,디지털 영문자막,20198414
2,2D,디지털 가치봄,20198414
0,2D,디지털,20192206
1,2D,디지털 영문자막,20192206
2,2D,디지털 가치봄,20192206
3,4D,4D,20192206
0,2D,디지털,20198374
1,4D,4D,20198374
0,2D,디지털,20198701
0,2D,디지털,20196293
0,2D,디지털,20184571
1,2D,디지털 영문자막,20184571
0,2D,디지털,20192721
0,2D,디지털,20198818
1,2D,디지털 더빙,20198818
0,2D,디지털,20199981
1,2D,디지털 더빙,20199981
